Time (ms),Spikeling Vm (mV),Stimulus (%),Total Current Input (a.u.),Synapse 1 Vm (mV),Synapse 1 Input (a.u.),Synapse 2 Vm (mV),Synapse 2 Input (a.u.),Trigger
2.3,-70.0,1.0,0.0,-112.0,0.0,-113.0,0.0,0.0
2.4,-70.0,1.0,0.0,-114.0,0.0,-114.0,0.0,0.0
2.5,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
2.6,-70.0,1.0,0.0,-112.0,0.0,-113.0,0.0,0.0
2.7,-70.0,1.0,0.0,-114.0,0.0,-114.0,0.0,0.0
2.8,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
2.9,-70.0,1.0,0.0,-114.0,0.0,-114.0,0.0,0.0
3.0,-70.0,1.0,0.0,-114.0,0.0,-114.0,0.0,0.0
3.1,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
3.2,-70.0,1.0,0.0,-114.0,0.0,-114.0,0.0,0.0
3.3,-70.0,1.0,0.0,-114.0,0.0,-114.0,0.0,0.0
3.4,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
3.5,-70.0,1.0,0.0,-114.0,0.0,-114.0,0.0,0.0
3.6,-70.0,1.0,0.0,-112.0,0.0,-113.0,0.0,0.0
3.7,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
3.8,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
3.9,-70.0,1.0,0.0,-112.0,0.0,-113.0,0.0,0.0
4.0,-70.0,1.0,0.0,-114.0,0.0,-114.0,0.0,0.0
4.1,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
4.2,-70.0,1.0,0.0,-112.0,0.0,-113.0,0.0,0.0
4.3,-70.0,1.0,0.0,-114.0,0.0,-114.0,0.0,0.0
4.4,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
4.5,-70.0,1.0,0.0,-114.0,0.0,-114.0,0.0,0.0
4.6,-70.0,1.0,0.0,-114.0,0.0,-114.0,0.0,0.0
4.7,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
4.8,-70.0,1.0,0.0,-114.0,0.0,-114.0,0.0,0.0
4.9,-70.0,1.0,0.0,-114.0,0.0,-114.0,0.0,0.0
5.0,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
5.1,-70.0,1.0,0.0,-114.0,0.0,-114.0,0.0,0.0
5.2,-70.0,1.0,0.0,-112.0,0.0,-113.0,0.0,0.0
5.3,-70.0,0.0,0.0,-115.0,0.0,-115.0,0.0,0.0
5.4,-70.0,0.0,0.0,-115.0,0.0,-115.0,0.0,0.0
5.5,-70.0,0.0,0.0,-112.0,0.0,-113.0,0.0,0.0
5.6,-70.0,0.0,0.0,-114.0,0.0,-114.0,0.0,0.0
5.7,-70.0,0.0,0.0,-115.0,0.0,-115.0,0.0,0.0
5.8,-70.0,0.0,0.0,-112.0,0.0,-113.0,0.0,0.0
5.9,-70.0,0.0,0.0,-114.0,0.0,-114.0,0.0,0.0
6.0,-70.0,0.0,0.0,-115.0,0.0,-115.0,0.0,0.0
6.1,-70.0,0.0,0.0,-114.0,0.0,-114.0,0.0,0.0
6.2,-70.0,0.0,0.0,-114.0,0.0,-114.0,0.0,0.0
6.3,-70.0,0.0,0.0,-115.0,0.0,-115.0,0.0,0.0
6.4,-70.0,0.0,0.0,-114.0,0.0,-114.0,0.0,0.0
6.5,-70.0,0.0,0.0,-114.0,0.0,-114.0,0.0,0.0
6.6,-70.0,0.0,0.0,-115.0,0.0,-115.0,0.0,0.0
6.7,-70.0,0.0,0.0,-114.0,0.0,-114.0,0.0,0.0
6.8,-70.0,0.0,0.0,-114.0,0.0,-114.0,0.0,0.0
6.9,-70.0,0.0,0.0,-115.0,0.0,-115.0,0.0,0.0
7.0,-70.0,0.0,0.0,-114.0,0.0,-114.0,0.0,0.0
7.1,-70.0,0.0,0.0,-112.0,0.0,-113.0,0.0,0.0
7.2,-70.0,0.0,0.0,-115.0,0.0,-115.0,0.0,0.0
7.3,-70.0,0.0,0.0,-114.0,0.0,-114.0,0.0,0.0
7.4,-70.0,0.0,0.0,-112.0,0.0,-113.0,0.0,0.0
7.5,-70.0,0.0,0.0,-115.0,0.0,-115.0,0.0,0.0
7.6,-70.0,0.0,0.0,-114.0,0.0,-114.0,0.0,0.0
7.7,-70.0,0.0,0.0,-112.0,0.0,-113.0,0.0,0.0
7.8,-70.0,0.0,0.0,-115.0,0.0,-115.0,0.0,0.0
7.9,-70.0,0.0,0.0,-115.0,0.0,-115.0,0.0,0.0
8.0,-70.0,0.0,0.0,-112.0,0.0,-113.0,0.0,0.0
8.1,-70.0,0.0,0.0,-114.0,0.0,-114.0,0.0,0.0
8.2,-70.0,0.0,0.0,-115.0,0.0,-115.0,0.0,0.0
8.3,-70.0,0.0,0.0,-114.0,0.0,-114.0,0.0,0.0
